cusip,interestrate,remainingbalance,factor,gwac,wam,wala,date
3618J8FK9,7,407135.93,1,7.375,478,2,2024-10-01
3618J8FM5,5.5,1357895,1,6.203,360,0,2024-10-01
3618J8FN3,6,1527052.62,1,6.75,360,0,2024-10-01
3618J8FP8,6,2006127.39,1,6.75,359,1,2024-10-01
3618J8MC9,6,1391304.8,1,6.722,360,0,2024-10-01
3618J8ME5,6.5,414793.85,1,6.75,479,1,2024-10-01
3618J8MF2,6.5,1177646.27,1,7.125,360,0,2024-10-01
3618J8M21,5.5,1756903.81,1,6.165,360,0,2024-10-01
3618J8M54,6,2571298,1,6.687,360,0,2024-10-01
3618J8NB0,5,1576411.06,1,5.539,360,0,2024-10-01
3618J8NP9,6.5,1244148,1,6.923,360,0,2024-10-01
3618J8NQ7,5.5,2091031,1,6.002,360,0,2024-10-01
3618J85P9,6.5,1021076.96,1,6.75,360,0,2024-10-01
3618J85R5,6.5,6520862.56,1,6.903,360,0,2024-10-01
3618J85S3,7,1005225.27,1,7.413,359,0,2024-10-01
3618J85T1,6,1037304.66,1,6.617,358,0,2024-10-01
3618J85U8,6.5,1106802.05,1,7.145,360,0,2024-10-01
3618J85V6,6,1009897.56,1,6.545,359,0,2024-10-01
3618J85W4,6.5,1012014.27,1,6.933,359,1,2024-10-01
3618J9NC6,4.5,2006362.7,1,5.028,359,1,2024-10-01
3618J9NF9,5,21652672,1,5.676,360,0,2024-10-01
3618J9NG7,5,1074426,1,5.724,360,0,2024-10-01
3618J9NJ1,5,1449719.21,1,5.75,360,0,2024-10-01
3618J9NK8,5,2397533.4,1,5.736,353,0,2024-10-01
3618J9NP7,5.5,22746888.27,1,6.163,359,1,2024-10-01
3618J9NQ5,5.5,3261421.68,1,6.25,360,0,2024-10-01
3618J9NR3,5.5,20711054.18,1,6.182,359,0,2024-10-01
3618J9NS1,5.5,1288230.19,1,5.925,360,0,2024-10-01
3618J9NT9,5.5,1816314.56,1,5.9,359,0,2024-10-01
3618J9NU6,5.5,1106128.39,1,6.016,359,1,2024-10-01
3618J9NV4,5.5,1455460.66,1,6.048,355,0,2024-10-01
3618J9NW2,5.5,1293806.28,1,5.981,359,1,2024-10-01
3618J9NX0,5.5,3746785.69,1,6.15,356,1,2024-10-01
3618J9NY8,5.5,11792859.73,1,6.166,358,0,2024-10-01
3618J9NZ5,5.5,3372410.65,1,6.074,360,0,2024-10-01
3618J9N28,5.5,8866691.04,1,6.184,360,0,2024-10-01
3618J9N36,5.5,1150965.59,1,6.187,359,1,2024-10-01
3618J9N44,5.5,3448452.23,1,6.18,360,0,2024-10-01
3618J9N51,5.5,1557960.78,1,6.098,360,0,2024-10-01
3618J9Y75,5.5,1092828.81,1,6.099,360,0,2024-10-01
3618J9ZD1,6.5,1113854.28,1,7.046,342,0,2024-10-01
3618J9ZH2,6.5,1925157.27,1,6.928,360,0,2024-10-01
3618J93P9,7,1088319.73,1,7.682,348,0,2024-10-01
3618J93V6,7,1346990.34,1,7.724,346,1,2024-10-01
3618J93W4,6.5,1660111.96,1,7.084,351,0,2024-10-01
3618J93X2,5.5,1160754.96,1,6.209,343,0,2024-10-01
3618J93Y0,6,1181861.27,1,6.706,348,0,2024-10-01
3618J93Z7,6.5,1795279,1,7.136,344,0,2024-10-01
3618J94A1,5.5,1135450.17,1,6.25,360,0,2024-10-01
3618J94B9,6,1659128.19,1,6.677,360,0,2024-10-01
3618J94C7,6.5,2389118.1,1,7.067,352,0,2024-10-01
3618J94D5,7,1089174.18,1,7.663,340,0,2024-10-01
3618J94E3,6,1559345.67,1,6.481,344,0,2024-10-01
3618J94F0,6.5,1278065.65,1,6.998,360,0,2024-10-01
3618J94G8,6,2625484,1,6.54,349,0,2024-10-01
3618J94H6,6.5,1401763,1,7.02,350,0,2024-10-01
3618J94J2,7,1873306.52,1,7.607,352,0,2024-10-01
3618J94K9,6,2060666.84,1,6.654,353,0,2024-10-01
3618J94L7,6.5,1819839.3,1,7.071,351,0,2024-10-01
3618J94M5,7,1854704.42,1,7.639,351,1,2024-10-01
3618J94N3,5.5,1152012,1,6.122,360,0,2024-10-01
3618J94P8,6,1450292,1,6.624,348,0,2024-10-01
3618J94Q6,6.5,1739205.64,1,7.042,340,0,2024-10-01
3618J94R4,6,3155549.83,1,6.634,354,0,2024-10-01
3618J94S2,6,1340361,1,6.587,360,0,2024-10-01
3618J94T0,7,1223083.67,1,7.66,341,0,2024-10-01
3618J94U7,5.5,1091303.4,1,6.081,360,0,2024-10-01
3618J94V5,6,2148529.29,1,6.625,360,0,2024-10-01
3618J94W3,5,7691897.24,1,5.665,360,0,2024-10-01
3618J94X1,5.5,6612152.51,1,6.155,354,0,2024-10-01
3618J94Y9,6,7813208.42,1,6.659,360,0,2024-10-01
3618J94Z6,6.5,5806867.15,1,7.097,348,0,2024-10-01
3618J95A0,7,2258379.2,1,7.669,350,0,2024-10-01
3618J95N2,5.5,3070280.88,1,6.232,360,0,2024-10-01
3618J95U6,3.5,724286.55,1,4.011,478,2,2024-10-01
3618J95V4,4,713550.55,1,4.371,477,2,2024-10-01
3618J95W2,4.5,604785.02,1,4.981,478,2,2024-10-01
3618J95X0,5,1126750.5,1,5.375,478,2,2024-10-01
3618J95Y8,5.5,339546.77,1,6,478,2,2024-10-01
3618J95Z5,6.5,1760939.62,1,7.187,477,3,2024-10-01
3618J96A9,7,744260.35,1,7.446,478,2,2024-10-01
3618J96C5,6,1497567.87,1,6.61,350,0,2024-10-01
3618J96D3,6,1122108,1,6.537,360,0,2024-10-01
3618J96E1,6.5,1332642,1,7.185,343,0,2024-10-01
3618J96F8,7,1071183.7,1,7.657,344,0,2024-10-01
3618J96G6,7,1551087.53,1,7.648,343,0,2024-10-01
3618J96H4,5.5,1338178,1,6.194,342,0,2024-10-01
3618J96J0,6.5,1159376,1,7.103,341,0,2024-10-01
3618J96K7,5.5,1218550,1,6.101,352,0,2024-10-01
3618J96L5,6.5,1257086,1,6.873,350,0,2024-10-01
3618J96M3,7,1294946.9,1,7.627,341,1,2024-10-01
3618J96N1,6,1110808,1,6.468,351,0,2024-10-01
3618J96P6,5.5,2343552,1,6.106,360,0,2024-10-01
3618J96Q4,6.5,1210432,1,6.812,345,0,2024-10-01
3618J96R2,6.5,1258815,1,7.143,360,0,2024-10-01
3618J96S0,3.5,882664.46,1,4.025,478,2,2024-10-01
3618J96T8,6.5,1568853,1,7.044,360,0,2024-10-01
3618J96U5,5.5,1017705,1,6.25,360,0,2024-10-01
3618J96V3,6,2018016,1,6.605,340,0,2024-10-01
3618J96W1,6,1096290,1,6.578,360,0,2024-10-01
3618J96X9,6.5,1292168,1,7.066,351,0,2024-10-01
3618J96Y7,5,8620565,1,5.647,357,0,2024-10-01
3618J96Z4,5.5,5158933,1,6.144,353,0,2024-10-01
3618J97A8,6,4159625,1,6.624,360,0,2024-10-01
3618JAAD5,4.5,114437.11,1,4.75,478,2,2024-10-01
3618JAAE3,5,123921.84,1,5.375,478,2,2024-10-01
3618JAAF0,5.5,481712.09,1,6,478,2,2024-10-01
3618JAAG8,6.5,2093962.72,1,7.163,479,1,2024-10-01
3618JAAH6,7,1477161.85,1,7.451,476,2,2024-10-01
3618JAAJ2,7,2348915.25,1,7.717,293,1,2024-10-01
3618JAAK9,6.5,1129183,1,7.02,349,0,2024-10-01
3618JAAL7,4,266972.11,1,4.49,478,2,2024-10-01
3618JAAM5,6,92382.81,1,6.75,458,2,2024-10-01
3618JAAU7,3,249262.16,1,3.625,479,1,2024-10-01
3618JAAV5,3.5,342159.67,1,4,478,2,2024-10-01
3618JAAW3,4,149640.23,1,4.6,478,2,2024-10-01
3618JAAX1,4.5,226088.38,1,4.75,478,2,2024-10-01
3618JAAY9,5.5,147579.61,1,6.125,478,2,2024-10-01
3618JAAZ6,6.5,1142496.39,1,7.231,471,3,2024-10-01
3618JAA29,7,1278173.44,1,7.416,477,3,2024-10-01
3618JAA37,7.5,56960.18,1,8.125,469,11,2024-10-01
3618JAC27,7.5,1050618,1,7.75,360,0,2024-10-01
3618JAC35,7.5,1196888.52,1,7.846,360,0,2024-10-01
3618JAC43,7.5,1377923.53,1,7.813,360,0,2024-10-01
3618JADA8,7,1453306.48,1,7.397,355,0,2024-10-01
3618JADF7,5,1137502,1,5.25,360,0,2024-10-01
3618JADH3,5.5,1137562.17,1,5.875,360,0,2024-10-01
3618JADJ9,5.5,3968961,1,5.973,360,0,2024-10-01
3618JADS9,7.5,1112654.62,1,7.917,360,0,2024-10-01
3618JADU4,7.5,1472433,1,7.75,360,0,2024-10-01
3618JADV2,5.5,1038566.71,1,5.907,360,0,2024-10-01
3618JADX8,5.5,1068269.76,1,6.005,360,0,2024-10-01
3618JAED1,5.5,3321438.16,1,5.911,360,0,2024-10-01
3618JAEF6,5.5,1649060,1,5.93,352,0,2024-10-01
3618JAEJ8,5,3676724.72,1,5.467,360,0,2024-10-01
3618JAEL3,7,1042151.88,1,7.468,354,0,2024-10-01
3618JAEY5,6,1639405,1,6.503,360,0,2024-10-01
3618JAFY4,5,6607229,1,5.404,360,0,2024-10-01
3618JAGD9,5.5,1088874,1,5.917,360,0,2024-10-01
3618JAGJ6,6,1443863,1,6.527,348,0,2024-10-01
3618JAGW7,6,1856034,1,6.555,360,0,2024-10-01
3618JAGX5,6,1906500,1,6.518,360,0,2024-10-01
3618JAGY3,6,1095302.07,1,6.5,360,0,2024-10-01
3618JAGZ0,6,1061849,1,6.473,360,0,2024-10-01
3618JAG80,7,4834583.82,1,7.508,341,0,2024-10-01
3618JAG98,7.5,8282868.59,1,7.889,360,0,2024-10-01
3618JAHL0,5,3130589,1,5.488,360,0,2024-10-01
3618JAHN6,6,5534832,1,6.557,359,0,2024-10-01
3618JAHY2,5.5,8187608.13,1,5.967,360,0,2024-10-01
3618JARC9,6.5,1109956.07,1,6.969,358,2,2024-10-01
3618JARD7,7,17823600.19,1,7.315,359,1,2024-10-01
3618JARE5,7.5,9894231.04,1,7.77,354,1,2024-10-01
3618JAU43,5.5,1078582.8,1,6.207,347,1,2024-10-01
3618JAU50,7,1003693.64,1,7.703,350,1,2024-10-01
3618JAVB6,5.5,4758449.44,1,6.067,360,0,2024-10-01
3618JAVC4,5.5,1192401.41,1,6.047,359,1,2024-10-01
3618JAVE0,5.5,1575192.16,1,6.042,357,1,2024-10-01
3618JAVF7,5.5,1258027.44,1,6.021,359,1,2024-10-01
3618JAVJ9,5.5,2616131.62,1,6.08,359,1,2024-10-01
3618JAVN0,5.5,1452012.12,1,6.139,359,0,2024-10-01
3618JAVU4,6.5,1060558.33,1,7.077,358,2,2024-10-01
3618JAVV2,6,1850175.68,1,6.591,360,0,2024-10-01
3618JAVW0,6.5,1124972.03,1,7.044,359,1,2024-10-01
3618JAVZ3,6.5,1398629.13,1,6.964,358,1,2024-10-01
3618JBM65,6,253976.23,1,6.625,466,14,2024-10-01
3618JBM81,6.5,4525424.78,1,6.912,359,1,2024-10-01
3618JBM99,7,4205175.91,1,7.265,359,1,2024-10-01
3618JBNA5,7,2678006.79,1,7.276,347,1,2024-10-01
3618JBNB3,7,6053912.35,1,7.317,359,1,2024-10-01
3618JBNC1,7.5,2527626.73,1,7.774,354,1,2024-10-01
3618JBNE7,7.5,5601529.33,1,7.772,359,1,2024-10-01
3618JBUF6,6.62,161619.64,1,7.12,357,3,2024-10-01
3618JBUG4,6.92,966296.63,1,7.42,358,2,2024-10-01
3618JBUH2,6.92,1178486.59,1,7.42,359,1,2024-10-01
3618JBUJ8,5.69,1820365.3,1,6.19,358,2,2024-10-01
3618JBUK5,5.73,187549.19,1,6.23,359,1,2024-10-01
3618JBUL3,5.77,5357081.05,1,6.27,359,1,2024-10-01
3618JBUM1,5.24,1011417.07,1,5.74,358,2,2024-10-01
3618JBUQ2,6.5,119674.96,1,7.034,479,1,2024-10-01
3618JBUR0,6.34,269790.59,1,6.84,359,1,2024-10-01
3618JBUS8,6.54,687651.46,1,7.04,359,1,2024-10-01
3618JBUT6,6.74,770473.74,1,7.24,357,3,2024-10-01
3618JBUU3,5.59,1065011.88,1,6.09,358,1,2024-10-01
3618JBUV1,5.79,525956.48,1,6.29,358,2,2024-10-01
3618JBUW9,5.99,1766856.19,1,6.49,357,3,2024-10-01
3618JBUX7,5.09,908505.22,1,5.59,359,1,2024-10-01
3618JBUY5,5.29,1732559.13,1,5.79,358,2,2024-10-01
3618JCPY9,6,1274659,1,6.706,360,0,2024-10-01
3618JCP29,6.5,2008173,1,7.25,360,0,2024-10-01
3618JEC29,5.5,1275663.19,1,6.196,360,0,2024-10-01
3618JEC78,7,231486.29,1,7.5,477,3,2024-10-01
3618JEFW0,5.5,3967982.05,1,6.157,359,1,2024-10-01
3618JEFX8,5,1219525.43,1,5.75,359,1,2024-10-01
3618JEHP3,5,1350915,1,5.691,360,0,2024-10-01
3618JEHQ1,5.5,1160141.99,1,6.156,360,0,2024-10-01
3618JEHR9,5.5,1847544,1,6.218,350,0,2024-10-01
3618JEHS7,6,1047344.75,1,6.655,344,0,2024-10-01
3618JEHT5,5,3260666.05,1,5.481,360,0,2024-10-01
3618JEHU2,5.5,1284694.44,1,6.101,359,1,2024-10-01
3618JEHV0,6,1190343.02,1,6.545,360,0,2024-10-01
3618JEHW8,6.5,438579.22,1,7.176,479,1,2024-10-01
3618JEHX6,7,1585669.4,1,7.446,478,2,2024-10-01
3618JEJA4,5.5,2611725,1,6.198,356,0,2024-10-01
3618JEJB2,5.5,2571200.11,1,6.236,349,0,2024-10-01
3618JEJC0,6,1180835,1,6.696,349,0,2024-10-01
3618JEML6,5.5,1139519.49,1,6.15,360,0,2024-10-01
3618JEMM4,5.5,1328096,1,6.166,360,0,2024-10-01
3618JEMN2,5.5,1284346.66,1,6.122,360,0,2024-10-01
3618JEMP7,5.5,2547504.44,1,6.068,360,0,2024-10-01
3618JEMQ5,5.5,1119717.9,1,5.983,360,0,2024-10-01
3618JEMR3,6,1038168.49,1,6.634,359,0,2024-10-01
3618JEMS1,6,1771644.02,1,6.607,359,1,2024-10-01
3618JEMT9,6,1947513,1,6.601,360,0,2024-10-01
3618JEMU6,6,2685028,1,6.627,360,0,2024-10-01
3618JEMV4,6,3501375.89,1,6.621,360,0,2024-10-01
3618JEMW2,6.5,1276916.08,1,7.103,359,1,2024-10-01
3618JEMX0,6.5,1708671.01,1,7.078,359,1,2024-10-01
3618JEMY8,6.5,1068749.79,1,7.015,359,1,2024-10-01
3618JEMZ5,6.5,4052833.37,1,7.025,360,0,2024-10-01
3618JEM28,7,1020296.17,1,7.651,360,0,2024-10-01
3618JEM36,7,1622718.24,1,7.54,360,0,2024-10-01
3618JEM44,7.5,1001091.87,1,7.888,360,0,2024-10-01
3618JEM51,5,1263231,1,5.52,360,0,2024-10-01
3618JEM69,5,1276074,1,5.501,360,0,2024-10-01
3618JEM77,5.5,1233302,1,6.074,360,0,2024-10-01
3618JEM93,5.5,1905149,1,6.055,360,0,2024-10-01
3618JENA9,5.5,1194800.81,1,6.048,360,0,2024-10-01
3618JENB7,5.5,2650379,1,6.114,360,0,2024-10-01
3618JENC5,5.5,30425116.37,1,6.143,358,0,2024-10-01
3618JEND3,5.5,5928247.46,1,6.086,360,0,2024-10-01
3618JENE1,6,1080733.49,1,6.581,359,1,2024-10-01
3618JENF8,6,1602204.91,1,6.68,360,0,2024-10-01
3618JENG6,6,2608716.73,1,6.673,359,1,2024-10-01
3618JENH4,6,2570459,1,6.681,360,0,2024-10-01
3618JENJ0,6,2822190.74,1,6.652,360,0,2024-10-01
3618JENK7,6,10196682.69,1,6.641,360,0,2024-10-01
3618JENL5,6,1782115.72,1,6.563,360,0,2024-10-01
3618JENM3,6.5,1208378,1,7.064,356,0,2024-10-01
3618JENN1,6.5,1284411.25,1,7.1,359,1,2024-10-01
3618JENP6,6.5,1149352,1,7.25,360,0,2024-10-01
3618JENQ4,6.5,2608634.63,1,7.101,359,1,2024-10-01
3618JENR2,6.5,2956265,1,7.193,360,0,2024-10-01
3618JENS0,7,1381036.94,1,7.605,360,0,2024-10-01
3618JENT8,7,1265133,1,7.75,360,0,2024-10-01
3618JEP82,6,2627721.03,1,6.725,358,1,2024-10-01
3618JEP90,6,1607618.34,1,6.691,358,0,2024-10-01
3618JEQA6,6,34075645.69,1,6.737,358,0,2024-10-01
3618JEQB4,6,10854488.08,1,6.742,347,0,2024-10-01
3618JEQC2,6,4086413.52,1,6.745,360,0,2024-10-01
3618JEQD0,6,4025523.63,1,6.729,350,0,2024-10-01
3618JEQE8,6,1832958,1,6.665,360,0,2024-10-01
3618JEQF5,6,1020659.67,1,6.441,360,0,2024-10-01
3618JEQK4,6.5,1395345.92,1,7.166,359,1,2024-10-01
3618JEQ40,6.5,1147704,1,7.25,360,0,2024-10-01
3618JEQ57,6.5,2742920.28,1,7.221,351,0,2024-10-01
3618JEQ65,6.5,1201967.3,1,7.174,359,1,2024-10-01
3618JEQ73,6.5,6432214.93,1,7.166,356,1,2024-10-01
3618JEQ81,6.5,2397125.54,1,7.186,360,0,2024-10-01
3618JEQ99,6.5,7158373.25,1,7.22,360,0,2024-10-01
3618JEYP4,6,410354.9,1,6.5,480,0,2024-10-01
3618JEYS8,6.5,14033343.01,1,6.997,356,1,2024-10-01
3618JEYT6,6.5,3717287.43,1,6.969,359,1,2024-10-01
3618JEYU3,6.5,4383709.97,1,7.032,351,1,2024-10-01
3618JEYV1,6.5,6261057.22,1,6.968,357,1,2024-10-01
3618JEYW9,6.5,4729882.58,1,7.007,353,1,2024-10-01
3618JEYX7,6.5,4569611.45,1,6.991,356,1,2024-10-01
3618JEYY5,6.5,3784414.56,1,6.958,357,1,2024-10-01
3618JEYZ2,6.5,3214526.3,1,6.997,345,1,2024-10-01
3618JEY25,6.5,2585231.11,1,7.01,344,1,2024-10-01
3618JEY33,6.5,3392054.5,1,6.997,342,2,2024-10-01
3618JEY41,6.5,5032890.82,1,6.977,340,2,2024-10-01
3618JEY58,6.5,4114541.76,1,6.999,345,2,2024-10-01
3618JEY66,7,10897385.41,1,7.519,357,1,2024-10-01
3618JEY74,7,4469945.98,1,7.574,344,1,2024-10-01
3618JEY82,7,3329231.25,1,7.528,359,1,2024-10-01
3618JEY90,7,4023249.44,1,7.539,349,1,2024-10-01
3618JEZA6,7,4460635.95,1,7.585,344,2,2024-10-01
3618JEZB4,7,1722973.69,1,7.548,342,2,2024-10-01
3618JEZC2,7,3187313.5,1,7.569,342,2,2024-10-01
3618JEZD0,7.5,1732480.48,1,8.062,343,2,2024-10-01
3618JEZE8,7.5,1413536.06,1,8.029,351,2,2024-10-01
3618JFAQ5,6,1011350.59,1,6.496,360,0,2024-10-01
3618JFAR3,5,1088496.36,1,5.705,360,0,2024-10-01
3618JFAS1,6,1554157.94,1,6.58,360,0,2024-10-01
3618JFAT9,5,1031609.91,1,5.573,360,0,2024-10-01
3618JFAU6,5.5,1824581.41,1,6.024,359,1,2024-10-01
3618JFAV4,5.5,2063282.19,1,6.104,360,0,2024-10-01
3618JFAW2,6,1500956.87,1,6.655,360,0,2024-10-01
3618JFAX0,5,2181212.77,1,5.614,360,0,2024-10-01
3618JFAY8,5,1496865.52,1,5.643,360,0,2024-10-01
3618JFAZ5,5.5,3444762.15,1,6.132,360,0,2024-10-01
3618JFA28,6,1479509.77,1,6.534,360,0,2024-10-01
3618JFA36,5,1086651.61,1,5.625,360,0,2024-10-01
3618JFA44,6,1013586.56,1,6.45,359,1,2024-10-01
3618JFA51,5.5,5277819.7,1,6.102,360,0,2024-10-01
3618JFA69,6,2638416.11,1,6.522,359,1,2024-10-01
3618JFA77,5.5,5261407.37,1,6.107,359,1,2024-10-01
3618JFA85,6,2929430.17,1,6.568,360,0,2024-10-01
3618JFA93,6.5,1129521.97,1,6.985,359,1,2024-10-01
3618JFBA9,5.5,4914867.17,1,6.14,360,0,2024-10-01
3618JFBB7,6,2621871.65,1,6.444,360,0,2024-10-01
3618JFBC5,6,1152000.3,1,6.575,359,1,2024-10-01
3618JFBD3,6,1373311.77,1,6.457,360,0,2024-10-01
3618JFBE1,6.5,1979006.61,1,7.065,359,0,2024-10-01
3618JFDH2,5.5,26920228.79,1,6.174,359,1,2024-10-01
3618JFJD5,6.5,1430172.95,1,6.938,478,2,2024-10-01
3618JFJE3,6,1066385.52,1,6.703,479,1,2024-10-01
3618JFJP8,5.5,1500139.29,1,6.225,359,1,2024-10-01
3618JFJQ6,6,287480.38,1,6.625,473,7,2024-10-01
3618JFKC5,5.5,1103898.34,1,5.875,360,0,2024-10-01
3618JFKD3,5.5,1011864,1,5.97,360,0,2024-10-01
3618JFKF8,6,2076764.6,1,6.471,359,1,2024-10-01
3618JFKG6,6,1472733.26,1,6.5,360,0,2024-10-01
3618JFQF2,6,1254209.59,1,6.605,359,1,2024-10-01
3618JFQJ4,6,3249659.2,1,6.588,359,1,2024-10-01
3618JFSY9,6.5,3006976.64,1,6.766,360,0,2024-10-01
3618JFSZ6,6,2523780,1,6.348,349,0,2024-10-01
3618JFVY5,5.5,1426275.1,1,5.918,358,0,2024-10-01
3618JFVZ2,5.5,1402833.68,1,5.95,349,1,2024-10-01
3618JFV25,5.5,1146158.09,1,5.935,360,0,2024-10-01
3618JFV33,6,1130420.03,1,6.32,349,1,2024-10-01
3618JFV41,6.5,1443499.26,1,6.878,352,1,2024-10-01
3618JFV58,6.5,1157540.86,1,6.937,357,1,2024-10-01
3618JFV66,6.5,1949142.6,1,6.876,358,1,2024-10-01
3618JFV74,5,1264442.46,1,5.333,360,0,2024-10-01
3618JFV82,7,1998826.95,1,7.309,360,0,2024-10-01
3618JFV90,7,118407.82,1,7.25,478,2,2024-10-01
3618JFWA6,7,126794.65,1,7.375,478,2,2024-10-01
3618JFWB4,7.5,421766.17,1,7.75,479,1,2024-10-01
3618JFWC2,5,1730243,1,5.393,360,0,2024-10-01
3618JFWD0,5.5,2055274.28,1,5.893,360,0,2024-10-01
3618JFWF5,6,1488716.97,1,6.422,360,0,2024-10-01
3618JFWG3,6,1650499.13,1,6.413,353,1,2024-10-01
3618JFWH1,6,1555835.75,1,6.453,359,1,2024-10-01
3618JFWJ7,5.5,1548287.64,1,5.896,345,0,2024-10-01
3618JFWK4,7,1073015.78,1,7.543,358,2,2024-10-01
3618JFWL2,6.5,274314.48,1,6.901,479,1,2024-10-01
3618JFWM0,5.5,1235210.16,1,5.87,360,0,2024-10-01
3618JFWN8,6,1930073.5,1,6.325,348,0,2024-10-01
3618JFWP3,6,1367631.03,1,6.534,359,1,2024-10-01
3618JFWQ1,6.5,2073281.27,1,7.173,360,0,2024-10-01
3618JFWR9,6.5,1060263.15,1,6.84,342,0,2024-10-01
3618JFWS7,7,1263739.81,1,7.626,359,1,2024-10-01
3618JGA59,6.5,1219304,1,7.099,348,0,2024-10-01
3618JGA67,6.5,3765096,1,7.031,360,0,2024-10-01
3618JHFD5,7,743298.04,1,7.396,479,1,2024-10-01
3618JHFE3,6.5,12450432.24,1,7.137,478,1,2024-10-01
3618JHFF0,6.5,5215369.43,1,7.186,358,1,2024-10-01
3618JHFG8,6.5,1449492.74,1,7.218,359,1,2024-10-01
3618JHFH6,6.5,1984056.35,1,7.208,339,0,2024-10-01
3618JHFJ2,6.5,2360497.62,1,7.159,359,1,2024-10-01
3618JHFK9,6.5,2842132.47,1,7.226,359,1,2024-10-01
3618JHFL7,6.5,2365254.69,1,7.211,346,1,2024-10-01
3618JHFM5,6,3945045.73,1,6.709,360,0,2024-10-01
3618JHFN3,6,4748532.21,1,6.675,359,0,2024-10-01
3618JHFP8,5.5,11772983.29,1,6.226,359,0,2024-10-01
3618JHFQ6,5,11624890.79,1,5.731,360,0,2024-10-01
3618JHFR4,5,2838328.43,1,5.7,360,0,2024-10-01
3618JHFS2,5,2003561.85,1,5.711,359,1,2024-10-01
3618JHFT0,6.5,1951055.66,1,7.2,359,1,2024-10-01
3618JHFU7,6.5,2504745.68,1,7.202,359,1,2024-10-01
3618JHFV5,6,10730200.26,1,6.552,359,1,2024-10-01
3618JHFW3,6,3088360.4,1,6.718,359,1,2024-10-01
3618JHFX1,6,2540951.63,1,6.75,359,1,2024-10-01
3618JHFY9,6,3358615.79,1,6.75,360,0,2024-10-01
3618JHFZ6,6,3119053.04,1,6.712,360,0,2024-10-01
3618JHF29,6,4231763.85,1,6.687,359,1,2024-10-01
3618JHF37,6,4001270.31,1,6.709,356,1,2024-10-01
3618JHF45,6,4080537.55,1,6.689,355,1,2024-10-01
3618JHF52,6,1788473.29,1,6.702,350,0,2024-10-01
3618JHF60,5.5,16185706.91,1,6.164,359,0,2024-10-01
3618JHF78,5.5,10829297.02,1,6.188,359,1,2024-10-01
3618JHF86,5.5,13299850.23,1,6.239,360,0,2024-10-01
3618JHF94,5.5,8095016.68,1,6.229,360,0,2024-10-01
3618JHGA0,5.5,8743459.12,1,6.241,360,0,2024-10-01
3618JHGB8,5.5,4894259.19,1,6.221,360,0,2024-10-01
3618JHGC6,5.5,6020909.99,1,6.239,360,0,2024-10-01
3618JHGD4,5.5,5656219.74,1,6.21,356,0,2024-10-01
3618JHGE2,5.5,5503354.04,1,6.216,357,0,2024-10-01
3618JHGF9,5.5,6770795.41,1,6.208,360,0,2024-10-01
3618JHGG7,5.5,5662802.79,1,6.207,353,0,2024-10-01
3618JHGH5,5.5,4004934.59,1,6.183,351,0,2024-10-01
3618JHGJ1,5,5982356.89,1,5.69,360,0,2024-10-01
3618JHGK8,5,3149736,1,5.734,352,0,2024-10-01
3618JHGL6,5,91319587.76,1,5.723,359,0,2024-10-01
3618JHGM4,4.5,13018537.82,1,5.171,359,0,2024-10-01
3618JHGN2,7,534427.69,1,7.504,464,3,2024-10-01
3618JHGP7,6.5,573810.23,1,7.143,477,3,2024-10-01
3618JHGQ5,6.5,2982809.95,1,7.186,359,1,2024-10-01
3618JHGR3,6,19084234.01,1,6.738,359,1,2024-10-01
3618JHGS1,5.5,67116533.81,1,6.23,360,0,2024-10-01
3618JHGT9,7,892970.66,1,7.459,471,3,2024-10-01
3618JHGU6,6.5,2352337.96,1,7.218,478,1,2024-10-01
3618JHGV4,7,8560902.64,1,7.442,476,2,2024-10-01
3618JHGW2,6.5,14618474.06,1,7.234,478,1,2024-10-01
3618JHGX0,4.5,10013758.5,1,5.188,359,1,2024-10-01
3618JHHA9,6,3045750.66,1,6.494,359,1,2024-10-01
3618JHHB7,6,5179965.95,1,6.699,348,1,2024-10-01
3618JHHC5,6,3009895.54,1,6.742,359,1,2024-10-01
3618JHHD3,6,3030660.38,1,6.663,359,1,2024-10-01
3618JHHE1,6,3119916.49,1,6.71,358,1,2024-10-01
3618JHHF8,6,2056599.17,1,6.7,358,1,2024-10-01
3618JHSH2,6.125,274928,1,6.5,360,0,2024-10-01
3618JHSJ8,6.25,2666150.81,1,6.625,360,0,2024-10-01
3618JHSK5,6.375,9413221.03,1,6.75,359,1,2024-10-01
3618JHSL3,6.5,10494820.91,1,6.875,358,2,2024-10-01
3618JHSM1,5.375,3763251.93,1,5.875,358,2,2024-10-01
3618JHSN9,5.25,248058.74,1,5.75,359,1,2024-10-01
3618JHSP4,6.625,244863.84,1,7,357,3,2024-10-01
3618JHZD3,5.625,402610.8,1,6.125,359,1,2024-10-01
3618JHZE1,5.75,184737,1,6.25,360,0,2024-10-01
3618JHZF8,6,1343853.1,1,6.5,359,1,2024-10-01
3618JHZG6,6.125,406338.18,1,6.625,359,1,2024-10-01
3618JHZH4,6.375,447754.52,1,6.875,359,1,2024-10-01
3618JHZJ0,6.875,141774.04,1,7.375,359,1,2024-10-01
3618JHZK7,6.875,184379.32,1,7.375,299,1,2024-10-01
3618JHZL5,6.875,1068869.05,1,7.375,359,1,2024-10-01
3618JHZM3,7,122542.99,1,7.5,359,1,2024-10-01
